city,lng,iso2,population
Voronezh,39.2106,RU,1051995
Managua,-86.2514,NI,1051236
Haldwāni,79.52,IN,1050000
Vijayavāda,80.6305,IN,1048240
Perm,56.3167,RU,1048005
Fangchenggang,108.3547,CN,1046068
Jiancheng,104.5465,CN,1045900
Cazenga,13.2911,AO,1045722
Kisangani,25.2,CD,1040000
Shouguang,118.791,CN,1039205
Memphis,-89.9663,US,1037998
São Luís,-44.3044,BR,1037775
Jodhpur,73.02,IN,1033918
Matola,32.4667,MZ,1032197
Ogbomoso,4.25,NG,1032000
Sanya,109.5036,CN,1031396
Rangapukur,89.25,BD,1031388
Ashgabat,58.38,TM,1030063
Wutong,120.5333,CN,1029754
Linhai,121.1167,CN,1028813
Denizli,29.0964,TR,1027782
Niamey,2.1175,NE,1026848
Shubrā al Khaymah,31.2422,EG,1025569
Wafangdian,121.9796,CN,1024876
Zhongxiang,112.5853,CN,1022514
Monrovia,-10.8014,LR,1021762
San Cristóbal,-72.2333,VE,1015623
Islamabad,73.0639,PK,1014825
Xinyi,110.9468,CN,1013900
Thủ Đức,106.7609,VN,1013795
Morelia,-101.1894,MX,1011704
Odesa,30.7326,UA,1010537
Raipur,81.6306,IN,1010087
Changwon,128.6631,KR,1009998
Arequipa,-71.5333,PE,1008290
Volgograd,44.5147,RU,1004763
Zaoyang,112.772,CN,1004741
Xingyi,104.8955,CN,1004132
Shuizhai,114.8994,CN,1003698
Kota,75.83,IN,1001694
Quetta,67,PK,1001205
Domaa-Ahenkro,-2.8833,GH,1000000
Bareilly,79.415,IN,1000000
Quảng Hà,108.2667,VN,1000000
Oklahoma City,-97.5136,US,998806
Bordeaux,-0.58,FR,994920
Xingcheng,115.73,CN,993000
Taixing,120.029,CN,990200
Xinhualu,113.7402,CN,989900
Lilongwe,33.7833,MW,989318
Port-au-Prince,-72.3333,HT,987310
Yingcheng,113.401,CN,986400
Al Mijlad,27.74,SD,985000
Luocheng,111.5697,CN,984100
Pekanbaru,101.4453,ID,983356
Natal,-60.2699,BR,980588
Chiba,140.1064,JP,975014
Kirkuk,44.3167,IQ,975000
Hartford,-72.6834,US,974684
Huilong,121.703,CN,972525
Wuchuan,110.779,CN,972400
Dnipro,35.04,UA,968502
Nārāyanganj,90.5,BD,967951
Gqeberha,25.6,ZA,967677
Málaga,-4.42,ES,967250
Marrakech,-8.0089,MA,966987
Cebu City,123.75,PH,964169
Louisville,-85.6485,US,963812
Asmara,38.925,ER,963000
Coimbatore,76.9556,IN,959823
Maceió,-35.735,BR,957916
Nada,109.5808,CN,954259
Taishan,112.785,CN,953900
Teresina,-42.8042,BR,953172
Solāpur,75.92,IN,951558
Freetown,-13.2344,SL,951000
Santo Domingo Este,-69.8734,DO,948855
Krasnodar,38.9667,RU,948827
Vientiane,102.63,LA,948487
Tangier,-5.8039,MA,947952
Anqiu,119.219,CN,947723
Kermānshāh,47.0933,IR,946651
Feicheng,116.7719,CN,946627
Kibanseke Première,15.395,CD,946372
Seberang Jaya,100.3695,MY,946092
Buffalo,-78.8487,US,944589
Hubli,75.1376,IN,943788
El Alto,-68.1633,BO,943000
Çankaya,32.8856,TR,942553
Hwasu-dong,126.8314,KR,941489
Setagaya,139.6532,JP,940071
Keçiören,32.8667,TR,939279
Jerusalem,35.2256,IL,936425
Khartoum North,32.6333,SD,936349
Meishan,112.839,CN,936000
Mushin,3.35,NG,935400
Trujillo,-79.0288,PE,935147
Kitakyūshū,130.8833,JP,935084
Aguascalientes,-102.296,MX,934424
New Orleans,-89.9288,US,932759
Fort Worth,-97.3474,US,924663
Taihe,105.3784,CN,924531
Riga,24.1064,LV,920643
Xin’an,118.355,CN,920628
Taihecun,131.003,CN,920471
Kashgar,75.9938,CN,920000
Sŏngnam,127.15,KR,918771
Trichinopoly,78.7047,IN,916857
Cartagena,-75.5,CO,914552
Qingzhou,118.4796,CN,914047
Naples,14.25,IT,913462
Santiago del Estero,-64.2667,AR,911506
Naucalpan de Juárez,-99.2378,MX,910407
Daye,114.9804,CN,909724
Hengzhou,109.2614,CN,909400
Padang,100.3531,ID,909040
Bridgeport,-73.1954,US,908251
Owerri,7.035,NG,908109
Zhuanghe,122.967,CN,905852
Bobo-Dioulasso,-4.2833,BF,903887
Ad Dammām,50.1,SA,903312
Quzhou,118.8593,CN,902767
Donetsk,37.8053,UA,901645
Ashmūn,31.0342,EG,901191
Bunia,30.25,CD,900666
Jiaozhou,120.0334,CN,900500
Campo Grande,-54.615,BR,897938
Wuchang,127.158,CN,897705
São Gonçalo,-43.0539,BR,896744
Bucaramanga,-73,CO,893040
Mérida,-89.62,MX,892363
Yangchun,111.7916,CN,891800
Osmangazi,29.06,TR,891250
Esenyurt,28.68,TR,891120
Morādābād,78.7764,IN,889810
Bangui,18.5628,CF,889231
Abeokuta,3.3483,NG,888924
Cancún,-86.8475,MX,888797
Antipolo,121.1763,PH,887399
Dengtalu,114.1066,CN,887000
Taguig City,121.05,PH,886722
Tabūk,36.5789,SA,886036
Zhoushan,122.2074,CN,882932
Tucson,-110.8787,US,878320
As Sulaymānīyah,45.4356,IQ,878146
Chihuahua,-106.0769,MX,878062
Klang,101.45,MY,878000
Tiruppūr,77.3411,IN,877778
Gurgaon,77.029,IN,876824
Ar Ramādī,43.2992,IQ,874543
Hai’an,120.563,CN,874334
Laiyang,120.7136,CN,874127
Barinas,-70.2,VE,873962
Jalandhar,75.4432,IN,873725
Marseille,5.37,FR,873076
Kaifeng Chengguanzhen,114.3481,CN,872000
Eskişehir,30.5206,TR,871187
Gaomi,119.75,CN,868715
Lhasa,91.1719,CN,867891
Ipoh,101.075,MY,866772
El Paso,-106.43,US,865270
Saltillo,-100.9919,MX,864431
Dushanbe,68.78,TJ,863400
Ikeja,3.35,NG,861300
El Dorado,-107.397,MX,858638
Cochabamba,-66.1597,BO,856198
Portsmouth,-1.0872,GB,855679
Tyumen,65.5333,RU,855600
Southampton,-1.4042,GB,855569
Hermosillo,-110.9542,MX,855563
Wuxi,111.841,CN,853197
Leping,117.152,CN,852800
Cheongju,127.4833,KR,852018
Shache,77.25,CN,851374
Sale,-6.8,MA,850403
Hailun,126.9667,CN,850000
Macheng,115.008,CN,849090
Akure,5.195,NG,847903
Ilorin,4.55,NG,847582
Erbil,44.0092,IQ,846000
Kathmandu,85.32,NP,845767
Saratov,46.0167,RU,845300
Iguaçu,-43.47,BR,844583
Zijinglu,112.9667,CN,843900
Turin,7.6761,IT,841600
Yuci,112.7281,CN,840000
Dehui,125.703,CN,839786
Pietermaritzburg,30.3833,ZA,839327
Durban,31.05,ZA,838634
Bhubaneshwar,85.8281,IN,837737
Denpasar,115.2167,ID,834881
Tongchuan,108.945,CN,834437
João Pessoa,-34.88,BR,833932
Samarinda,117.1378,ID,831460
Chengxiang,121.174,CN,831113
Rongjiawan,113.1087,CN,826000
Weichanglu,119.9333,CN,824708
Sakai,135.4831,JP,824408
Renqiu,116.084,CN,822455
Omaha,-96.0529,US,821345
Xindi,113.476,CN,819446
Wu’an,114.204,CN,819000
Qingping,113.391,CN,817000
Gaoyou,119.4432,CN,811800
São Bernardo do Campo,-46.55,BR,810729
Yiyang,112.3999,CN,810447
Hejian,116.0995,CN,810306
Puxi,114.735,CN,809535
Bhayandar,72.85,IN,809378
Androtsy,46.3,MG,809313
Culiacán,-107.3939,MX,808416
Cúcuta,-72.5039,CO,806378
Danyang,119.586,CN,806300
Dongyang,120.2167,CN,804398
Kraków,19.9372,PL,804237
Pasig City,121.0765,PH,803159
Thessaloníki,22.9347,GR,802572
Querétaro,-100.3928,MX,801940
Palermo,-75.4375,CO,800000
Xigazê,88.8833,CN,798153
Qamdo,97.17,CN,798067
McAllen,-98.2467,US,797341
Libreville,9.4542,GA,797003
Seyhan,35.3328,TR,795012
San Pedro Sula,-88.0333,HN,793835
Niigata,139.0364,JP,790646
Hempstead,-73.6089,US,789763
Leeds,-1.5436,GB,789194
Hamamatsu,137.7275,JP,788211
Pointe-Noire,11.8503,CG,787799
Xiangxiang,112.5502,CN,787216
Birmingham,-86.7971,US,782111
Chaohucun,117.8902,CN,782000
Bucheon,126.7833,KR,781119
Lubango,13.5,AO,776249
Homs,36.7094,SY,775404
Bilbao,-2.9236,ES,775000
Zouping,117.743,CN,774517
Frankfurt,8.6822,DE,773068
San Luis Potosí,-100.9761,MX,772828
Dali,100.2676,CN,771128
Fuyang,119.95,CN,771000
Khŭjand,69.6333,TJ,770000
Korla,86.1746,CN,770000
Albuquerque,-106.6465,US,769986
Hamhŭng,127.5333,KP,768551
Erzurum,41.2769,TR,767848
Zagreb,15.9775,HR,767131
Al ‘Ayn,55.7447,AE,766936
Songzi,111.757,CN,765911
Patiāla,76.38,IN,763280
Laixi,120.5333,CN,762900
Zhongba,104.755,CN,762140
Bahawalpur,71.6836,PK,762111
Qingnian,115.7061,CN,760781
Kaduna,7.4333,NG,760084
Winnipeg,-97.1464,CA,758515
Trabzon,39.7225,TR,758237
Guangshui,113.826,CN,755910
Baardheere,42.2833,SO,755500
Shīshgarh,79.32,IN,753815
Nerima,139.6517,JP,752608
Sizhan,106.3828,CN,751389
Ciudad Guayana,-62.65,VE,751331
Natal,-35.2,BR,751300
Lichuan,108.9364,CN,750670
Licheng,119.4788,CN,749522
Santo André,-46.5333,BR,748919
Ōta-ku,139.7161,JP,748081
Gaalkacyo,47.4308,SO,745000
Thiruvananthapuram,76.9366,IN,743691
Osasco,-46.7919,BR,743432
Nampula,39.2667,MZ,743000
Pretoria,28.1881,ZA,741651
Kyaukse,96.1303,MM,741071
Chengguan,113.8054,CN,740435
Nehe,124.8833,CN,740000
Cabinda,12.19,AO,739182
Kumamoto,130.7078,JP,738385
Kermān,57.0678,IR,738374
Zunhua,117.966,CN,737011
Orūmīyeh,45.0647,IR,736224
Wugang,110.6319,CN,734870
Bağcılar,28.8564,TR,734369
Quebec City,-71.2081,CA,733156
Shuangqiao,112.602,CN,733000
Umraniye,29.1081,TR,732379
Yanggok,127.2167,KR,732376
Tshikapa,20.8,CD,732000
Tulsa,-95.9042,US,731743
Osogbo,4.5667,NG,731000
Comodoro Rivadavia,-67.4808,AR,730266
Nottingham,-1.1512,GB,729977
Hamilton,-79.8692,CA,729560
Langzhong,106.005,CN,728935
Cagayan de Oro,124.65,PH,728402
Qian’an,118.701,CN,728160
Fresno,-119.7939,US,725276
An Najaf,44.33,IQ,724700
Cencheng,111,CN,724364
Sorocaba,-47.4581,BR,723574
Guli,120.0333,CN,723490
Sagamihara,139.3667,JP,722973
Pīshbar,59.9789,IR,720207
Okayama,133.9167,JP,720043
Anlu,113.6667,CN,720000
Concepción,-73.0514,CL,719944
Mississauga,-79.65,CA,717961
Changsha,112.6982,CN,717700
Songyang,113.0253,CN,717400
Lviv,24.0322,UA,717273
Shihezi,86.0804,CN,717000
Vilnius,25.28,LT,716856
Marka,44.7656,SO,716361
Enugu,7.5111,NG,715774
Valenzuela,120.98,PH,714978
Yatou,122.4867,CN,714211
Uberlândia,-48.2886,BR,713232
Xichang,102.2644,CN,712434
Zaporizhzhia,35.1175,UA,710052
Bhiwandi,73.0631,IN,709665
George Town,100.3292,MY,708127
Bristol,-2.5975,GB,707412
Charleston,-79.9687,US,706884
Sahāranpur,77.546,IN,705478
Dashiqiao,122.5167,CN,704891
Yenimahalle,32.8119,TR,704652
Warangal,79.5941,IN,704570
Nampo,125.4,KP,703317
Dasmariñas,120.94,PH,703141
Jaboatão,-35.0014,BR,702621
Chisinau,28.8353,MD,702300
Shiliguri,88.43,IN,701489
Boosaaso,49.1819,SO,700906
Latakia,35.7833,SY,700000
Port Moresby,147.1494,PG,700000
Rochester,-77.6162,US,699921
Ribeirão Prêto,-47.8067,BR,698259
Edogawa,139.8833,JP,697932
São José dos Campos,-45.8869,BR,697428
General Santos,125.17,PH,697315
Ḩamāh,36.75,SY,696863
Qianxi,106.0323,CN,695947
Bauchi,9.8442,NG,693700
Pendik,29.235,TR,693599
Salem,78.15,IN,693236
Shishi,118.7,CN,693000
Sinnūris,30.8667,EG,692701
Cocody,-3.9667,CI,692583
Miluo Chengguanzhen,113.16,CN,692080
Lokoja,6.7442,NG,692050
Guadalupe,-100.2597,MX,691931
Gaizhou,122.35,CN,691595
Karbalā’,44.0333,IQ,690100
Borvāyeh-ye Al Bū ‘Azīz,48.6147,IR,690000
City of Parañaque,120.9915,PH,689992
Leling,117.232,CN,689867
Mamak,32.9231,TR,687535
Jianshe,113.7629,CN,687130
Tolyatti,49.4222,RU,685619
Shizuoka,138.3828,JP,685589
Jingcheng,120.263,CN,684360
Agege,3.3258,NG,683600
Mar del Plata,-57.55,AR,682605
Zaragoza,-0.8833,ES,682513
Adachi,139.8,JP,682326
Xinmin,122.823,CN,680000
Rasht,49.5889,IR,679995
Shanhu,120.8167,CN,679762
Zhongshu,106.4013,CN,679624
Cotonou,2.4333,BJ,679012
Tasikmalaya,108.1975,ID,678027
Kochi,76.2673,IN,677381
Soledad,-74.75,CO,676014
Dhūlia,74.7697,IN,675000
Acapulco de Juárez,-99.8825,MX,673478
Gorakhpur,83.4039,IN,673446
Bahār,48.4425,IR,673405
Kumul,93.5151,CN,673383
Wrocław,17.0325,PL,672929
Murcia,-1.1303,ES,672773
Pinghu,121.0104,CN,671834
Guankou,103.647,CN,671200
Łódź,19.4547,PL,670642
Guntūr,80.4428,IN,670073
Bhāngar,88.42,IN,670000
Dayton,-84.2003,US,668825
Ch’ŏngjin,129.7667,KP,667929
Qionghu,112.598,CN,667104
Zhaodong,125.962,CN,666532
Puyang Chengguanzhen,114.98,CN,666322
Bulawayo,28.58,ZW,665940
Huambo,15.7347,AO,665564
Aracaju,-37.05,BR,664908
Bacoor,120.9645,PH,664625
Wenchang,116.9507,CN,664455
Rotterdam,4.48,NL,664311
Tlaquepaque,-103.3167,MX,664193
Villavicencio,-73.6333,CO,664148
Shulan,126.9655,CN,663403
Makhachkala,47.4833,RU,662600
Banjarmasin,114.5925,ID,662230
Narela,77.0929,IN,661994
Catia La Mar,-67.0333,VE,661897
Al Hufūf,49.5833,SA,660788
Jalingo,11.3667,NG,660213
Sargodha,72.6711,PK,659862
Karaikandi,92.6143,IN,659260
Bouaké,-5.0167,CI,659233
Lingbao Chengguanzhen,110.8942,CN,656571
Brampton,-79.7667,CA,656480
Abomey-Calavi,2.3556,BJ,655965
Durango,-104.6675,MX,654876
Cape Coral,-81.9957,US,654405
Tondo,120.967,PH,654220
Dayrūţ,30.8167,EG,653847
Tlalnepantla,-99.1947,MX,653410
Ansan,126.8333,KR,652800
Xiping,103.8166,CN,652604
Huế,107.5792,VN,652572
Sanhe,117.0833,CN,652042
San Jose del Monte,121.0453,PH,651813
Ch’ŏnan,127.1475,KR,651661
Cuiabá,-56.0969,BR,650912
Jieshou,115.3746,CN,650870
Ērer Sātā,41.3833,ET,649000
Selçuklu,32.4922,TR,648850
Suohe,113.35,CN,648700
Guixi,117.2454,CN,647240
Izhevsk,53.1833,RU,646277
Honchō,139.9826,JP,644668
Wuxue,115.561,CN,644247
Jaboatão dos Guararapes,-35.0156,BR,643759
Yıldırım,29.0821,TR,643681
Bhāvnagar,72.15,IN,643365
Jinghong,100.797,CN,642737
Tengyue,98.4833,CN,642481
Mission Viejo,-117.6551,US,642211
Ruiming,116.027,CN,640600
Qufu,116.9862,CN,640498
Sha Tin,114.1898,HK,640000
Petaling Jaya,101.6444,MY,638516
Colorado Springs,-104.7605,US,638194
Noida,77.32,IN,637272
Xinshi,113.1167,CN,636776
Baton Rouge,-91.1311,US,635671
Las Palmas,-15.4353,ES,635000
Manama,50.5775,BH,635000
Chak Forty-one,73.85,PK,634236
Jin’e,105.2875,CN,633210
Benghazi,20.0667,LY,631555
Chuxiong,101.5459,CN,631530
Barnaul,83.7764,RU,631124
Palermo,13.3517,IT,630167
Makati City,121.0214,PH,629616
Düsseldorf,6.7833,DE,629047
Allentown,-75.4756,US,627863
Xinxing,124.15,CN,627475
Ţūkh,31.2007,EG,627290
Glasgow,-4.25,GB,626410
Namangan,71.6683,UZ,626120
Bazal’tove,26.16,UA,625543
Al Qaţīf,49.996,SA,625092
Bhilai,81.38,IN,624700
Ulyanovsk,48.3667,RU,624518
Mangalore,74.8425,IN,623841
Kaihua,104.233,CN,623772
Irkutsk,104.2833,RU,623736
Meilan,110.403,CN,623667
Bazhou,116.3833,CN,622975
Ogden,-111.9682,US,622918
Turpan,89.1895,CN,622903
Jos,8.8903,NG,622802
Al Manşūrah,31.3833,EG,621953
Contagem,-44.0539,BR,621865
Jambi,103.61,ID,619553
Ḩalwān,31.3333,EG,619293
Provo,-111.6457,US,619218
Tân An,106.6994,VN,618984
Port-Bouët,-3.9,CI,618795
Pontianak,109.3414,ID,618388
Meihekou,125.7107,CN,618251
Jurong,119.164,CN,617706
Bihtā,84.87,IN,617427
Yuhuan,121.2288,CN,616346
Joinvile,-48.8437,BR,616323
Feira de Santana,-38.95,BR,616279
Khabarovsk,135.0833,RU,616242
Leipzig,12.375,DE,616093
Xinji,115.218,CN,615919
Knoxville,-83.9496,US,615829
Ta‘izz,44.0219,YE,615467
Etimesgut,32.6694,TR,614891
Changping,116.1944,CN,614821
Tallinn,24.7453,EE,614561
Chimalhuacán,-98.9,MX,614453
Kandahār,65.7158,AF,614254
Serang,106.1503,ID,613356
Zhangshu,115.5462,CN,610424
Grand Rapids,-85.6562,US,609023
Yukarıkaraman,30.6833,TR,608675
Gothenburg,11.9675,SE,607882
Kuantan,103.3333,MY,607778
Gold Coast,153.4,AU,607665
Kawaguchi,139.7241,JP,607373
Las Piñas City,120.98,PH,606293
Cuttack,85.7881,IN,606007
San Miguel de Tucumán,-65.2167,AR,605767
Ar Rayyān,51.4,QA,605712
Salīmpur,83.9167,IN,604483
Malanje,16.35,AO,604215
Columbia,-80.9036,US,604065
Kryvyi Rih,33.39,UA,603904
Djibouti,43.145,DJ,603900
Zhuozhou,115.974,CN,603535
Tianchang,119.0137,CN,602840
Tunis,10.1817,TN,602560
Yaroslavl,39.85,RU,601403
Bacolod,122.9509,PH,600783
Bafoussam,10.4167,CM,600000
Garoua,13.4,CM,600000
Haifa,34.9992,IL,600000
Raurkela,84.8828,IN,600000
Tumkūr,77.1,IN,599078
Balikpapan,116.8277,ID,598043
Somolu,3.3872,NG,597400
Vladivostok,131.9,RU,597240
Al Ḩillah,46.7564,SA,594605
Melikgazi,35.5,TR,594344
Kagoshima,130.55,JP,593754
Sihui,112.7338,CN,593400
Dortmund,7.4653,DE,593317
Irapuato,-101.35,MX,592953
Al Maḩallah al Kubrá,31.1636,EG,592573
Sialkot City,74.5311,PK,591668
Luocheng,104.25,CN,591115
Albany,-73.7987,US,590694
Pereira,-75.6946,CO,590554
Gaza,34.456,XG,590481
Uvira,29.15,CD,590000
Reynosa,-98.2778,MX,589466
Zāhedān,60.8558,IR,587730
Cimahi,107.5548,ID,586580
Mbale,34.175,UG,586300
Wenlan,103.3649,CN,585976
Shangzhi,127.962,CN,585386
Essen,7.0131,DE,584580
Itabashi,139.6833,JP,584483
Shah Alam,101.5167,MY,584340
Botou,116.5833,CN,584308
Suginami-ku,139.6364,JP,583609
Kingston,-76.7931,JM,580000
Al Mafraq,36.2052,JO,580000
Tenkāsi,77.3152,IN,580000
Aţ Ţā’if,40.4062,SA,579970
Port Sudan,37.2167,SD,579942
Tuxtla,-93.1167,MX,578830
Dehra Dūn,78.029,IN,578420
Xiulin,112.4254,CN,577022
Fu’an,119.6333,CN,577000
Mymensingh,90.4031,BD,576927
Hachiōji,139.316,JP,575721
Iloilo,122.57,PH,574000
Puente Alto,-70.5667,CL,573935
Tomsk,84.9667,RU,572740
Rabat,-6.8416,MA,572717
Sincan,32.5767,TR,572609
Bakersfield,-119.0359,US,571992
Kottayam,76.5222,IN,571856
Luofeng,120.396,CN,570898
Shibīn al Qanāţir,31.3214,EG,570868
Nakuru,36.0667,KE,570674
Lingyuan,119.4,CN,570660
Tonalá,-103.2333,MX,569913
Bremen,8.8072,DE,569396
Abū Ḩummuş,30.3128,EG,569157
Irbid,35.85,JO,569068
Macau,113.5461,MO,568700
Surrey,-122.8489,CA,568322
Ciudad Bolívar,-63.55,VE,567953
Durgāpur,87.32,IN,566937
Shenzhou,115.56,CN,566087
New Haven,-72.9246,US,565572
Orenburg,55.1,RU,564773
Kuiju,119.4,CN,564501
Zhenzhou,119.1848,CN,564021
Āsansol,86.99,IN,563917
Bokaro Steel City,86.15,IN,563417
Dresden,13.74,DE,563311
Bello,-75.5667,CO,561955
Kolhāpur,74.2333,IN,561489
Wencheng,110.7551,CN,560894
Lanxi,119.458,CN,560514
Nava Raipur,81.787,IN,560000
Dangyang,111.789,CN,560000
Kemerovo,86.0667,RU,558973
Genoa,8.9328,IT,558745
Herāt,62.2031,AF,556205
Londrina,-51.1628,BR,555937
Cuautitlán Izcalli,-99.25,MX,555163
Uyo,7.9275,NG,554906
Hamadān,48.5161,IR,554406
Luanzhou,118.704,CN,554315
Chiclayo,-79.8366,PE,552508
Surakarta,110.8167,ID,552118
Novokuznetsk,87.1333,RU,552105
Ajmer,74.6399,IN,551101
Kimhae,128.8811,KR,550758
Nānded,77.3,IN,550439
Palma,2.65,ES,550000
Wuhai,106.794,CN,550000
Rustenburg,27.2428,ZA,549575
Amrāvati,77.7647,IN,549370
Des Moines,-93.6105,US,548926
Lisbon,-9.15,PT,548703
Yanji,129.5,CN,548700
Huanghua,117.33,CN,548507
Al Ḩudaydah,42.9511,YE,548433
Anyang,126.9333,KR,548372
The Hague,4.31,NL,548320
Andijon,72.3333,UZ,547800
Manchester,-2.2452,GB,547627
Nellore,79.99,IN,547621
Poznań,16.9336,PL,546859
Samarkand,66.9758,UZ,546303
Xingcheng,120.7333,CN,546176
Wancheng,110.4,CN,545992
Kaiyuan,124.038,CN,545624
Hannover,9.7167,DE,545045
Sungai Petani,100.5,MY,544851
Valledupar,-73.25,CO,544134
Fengcheng,124.0667,CN,543933
Muntinlupa City,121.05,PH,543445
Ghulja,81.35,CN,542507
Ixtapaluca,-98.8822,MX,542211
Fuding,120.2,CN,542000
Heroica Matamoros,-97.5042,MX,541979
Akron,-81.5219,US,541945
Mbeya,33.45,TZ,541603
An Nāşirīyah,46.2575,IQ,541600
Xiangyang,108.4905,CN,541554
Ibagué,-75.2333,CO,541101
Al Ḩillah,44.4314,IQ,541034
Juiz de Fora,-43.3494,BR,540756
City of Calamba,121.17,PH,539671
El Geneina,22.45,SD,538390
Santa Cruz,-16.25,ES,538000
Ryazan,39.7425,RU,537622
Chang’an,113.4504,CN,537500
Florianópolis,-48.4853,BR,537213
Nilüfer,28.95,TR,536365
Antwerp,4.4003,BE,536079
Kassala,36.4,SD,536009
Aksu,80.2904,CN,535657
Salta,-65.4167,AR,535303
Dispur,91.7925,IN,534872
Palm Bay,-80.6593,US,534348
Naberezhnyye Chelny,52.3167,RU,533839
Gulbarga,76.825,IN,533587
Nansana,32.5286,UG,532800
Mingguang,117.9667,CN,532732
Concord,-122.0016,US,531175
Beira,34.85,MZ,530604
Yazd,54.3397,IR,529673
Ardabīl,48.29,IR,529374
Touba,-15.8833,SN,529176
Bīkaner,73.3169,IN,529007
Gaobeidian,115.874,CN,528903
Ndola,28.6325,ZM,528330
Himeji,134.6833,JP,527596
Ailan Mubage,81.2777,CN,526745
Bandar ‘Abbās,56.2878,IR,526648
Skopje,21.4317,MK,526502
Santa Teresa del Tuy,-66.6639,VE,525321
Port Said,32.3061,EG,524433
Astrakhan,48.035,RU,524371
Kōtō-ku,139.8167,JP,524310
Ciudad Apodaca,-100.1886,MX,523370
Montería,-75.8833,CO,523150
Nuremberg,11.0775,DE,523026
Kitchener,-80.4728,CA,522888
Yucheng,116.638,CN,522878
Nāgercoil,77.4306,IN,522759
Agartala,91.2869,IN,522613
Soacha,-74.2214,CO,522442
Buca,27.1667,TR,522404
Lyon,4.84,FR,522250
Maipú,-70.7667,CL,521627
Arāk,49.6933,IR,520944
Serra,-40.3078,BR,520649
Tultitlán de Mariano Escobedo,-99.1694,MX,520557
Meknès,-5.5547,MA,520428
Bắc Ninh,106.05,VN,520000
Longzhou,112.23,CN,520000
Anda,125.352,CN,520000
Al Fayyūm,30.8441,EG,519047
Utsunomiya,139.8826,JP,518197
Sheffield,-1.4703,GB,518090
Mixco,-90.6064,GT,517505
Suez,32.55,EG,516959
Heshan,112.95,CN,516500
Penza,45,RU,516450
Loni,77.28,IN,516082
Jiaji,110.4642,CN,515700
Santa Marta,-74.2053,CO,515556
Ujjain,75.79,IN,515215
Beining,121.8,CN,514898
Abū Ţisht,32.0953,EG,514535
Maturín,-63.183,VE,514046
Liverpool,-2.9785,GB,513441
Macapá,-51.05,BR,512902
Benguela,13.4167,AO,512886
Yicheng,112.257,CN,512530
Al Fashn,30.8992,EG,512242
Al ‘Amārah,47.15,IQ,511500
Carrefour,-72.4094,HT,511345
Campos,-41.3239,BR,511168
Cadaado,46.6256,SO,510654
Encheng,112.3,CN,509700
Bhīlwāra,74.63,IN,509483
Bibā,30.9844,EG,509384
Wichita,-97.3443,US,509003
Leicester,-1.1319,GB,508916
Newcastle,29.9328,ZA,507710
Hải Dương,106.3306,VN,507469
Aden,45.0333,YE,507355
Jhānsi,78.5696,IN,507000
Matsuyama,132.7667,JP,506743
Ulhāsnagar,73.15,IN,506098
Nagqu,92.051,CN,504838
Kitwe,28.2,ZM,504194
Vellore,79.1325,IN,504079
Toulouse,1.444,FR,504078
Pohang,129.365,KR,503780
Mesa,-111.7178,US,503390
Lipetsk,39.6,RU,503216
Duisburg,6.7625,DE,502211
Jammu,74.87,IN,502197
Ile-Ife,4.5667,NG,501952
Homyel’,30.9842,BY,501802
Kirov,49.6833,RU,501468
Mazatlán,-106.4167,MX,501441
Meicheng,116.581,CN,500292
Talatona,13.1833,AO,500000
Belas,13.265,AO,500000
El Fasher,25.35,SD,500000
Farāh,62.1194,AF,500000
Nenjiang,125.13,CN,500000